Filename;ActivityName;Location;ReferenceProduct
1b7c2443-992b-5412-af69-7b2207bcfe91_d69294d7-8d64-4915-a896-9996a014c410.spold;electricity voltage transformation from medium to low voltage;ZM;electricity, low voltage
a19ae0e0-70ef-527a-815d-c177f9722958_9eba2c11-d08a-40c8-95b7-751744b34774.spold;treatment of bottom ash, MSWI[F], residue from shredder fraction from manual dismantling, slag compartment;CH;bottom ash, MSWI[F], residue from shredder fraction from manual dismantling
35f1c9ad-db07-5799-81cb-8e3e00028b1e_10d65b66-177a-4c93-a984-ef986f6a8fe4.spold;melamine formaldehyde resin production;RoW;melamine formaldehyde resin
54e93ba5-f9b8-52f5-bae8-9623b3029d94_663a4580-9fa2-4ec3-8174-5a18ed250015.spold;market for agricultural machinery, unspecified;GLO;agricultural machinery, unspecified
698e754e-11a5-541e-a1a6-8e6f55fbc106_d51e5a32-c20a-4da6-8d58-31f344b50c00.spold;market for waste graphical paper;ES;waste graphical paper
e473cdeb-535b-5967-b29f-f5171a555d7a_2d180269-4aff-42c5-b606-7efa1e580732.spold;operation, computer, laptop, 68% active work with internet access 0.2 Mbit/s;CH;operation, computer, laptop, 68% active work with internet access 0.2 Mbit/s
523cc014-47e1-5288-aad3-df429d8f9021_a9007f10-7e39-4d50-8f4a-d6d03ce3d673.spold;natural gas, high pressure, import from QA;ES;natural gas, high pressure
b32dd8dd-4b0f-57dd-96ac-3470be41893e_d73b6045-7198-52e4-94bf-bdaa4dabf8ee.spold;treatment of leachate, SLF, waste plastic, mixture, wastewater treatment;CH;leachate, SLF, waste plastic, mixture
9b6a1e57-fb38-5da3-b996-f61ac782cbad_71e2f1db-a2c5-44d0-8337-dfff15be974d.spold;treatment of scrap tin sheet, sanitary landfill;RoW;heat, district or industrial, other than natural gas
4d794768-086a-538a-a6f3-9c753c2993af_b47b9c9a-6a79-4a66-a5ac-0ff98a618084.spold;metamitron production;RER;metamitron
150f2f14-beb9-5859-abb3-ef5b4eafec7f_08663c56-b6b9-4a91-b2e3-7478da4f27ba.spold;scandium oxide to generic market for electrolyte, for solid oxide fuel cell;GLO;electrolyte, for solid oxide fuel cell
087ebb2f-64b6-55f3-a1b4-cc3e8633dcd9_dcd549ef-071e-4eb7-9f2c-2cd908f16701.spold;foaming agent production;GLO;foaming agent
60ee72f4-177f-56cf-8806-67f245a476b6_80df7587-0686-45b1-af7c-38ee267c2525.spold;rape seed production, organic;CH;rape seed, organic
60026c37-d1f5-5575-8eb7-406bf0629359_307d6449-1d90-434e-9042-2d6bd61d60d9.spold;pipeline construction, natural gas, long distance, high capacity, offshore;GLO;pipeline, natural gas, long distance, high capacity, offshore
d8f5ab74-9e12-5b3e-a836-a27728102ba8_10f4accf-542d-4baa-a43d-94e16780c1c3.spold;yarn production, jute;BD;yarn, jute
5ce847b2-b113-5de5-99fd-c9b654b71129_1c38240e-a51d-4a2a-ac56-93637c1076c4.spold;market for methyl iodide;GLO;methyl iodide
0947b9bf-2970-5775-85c3-babc5746ff69_1fa64d0c-afd7-46ab-b95c-3a54e0902dd0.spold;coke production, dry quenching;CN;coke
21838fac-283f-59b7-8241-081e435fff32_71e2f1db-a2c5-44d0-8337-dfff15be974d.spold;heat and power co-generation, lignite;SI;heat, district or industrial, other than natural gas
014453a4-078d-5eb1-9312-8f5454fdb3a2_97ee3bfa-7894-4353-9208-c2bf1ae1dce1.spold;market for photovoltaic laminate, CIS;GLO;photovoltaic laminate, CIS
3bfbc5a1-3b47-571e-8dad-76d23fe21de0_88afd721-07ec-4910-a004-fa3fecb6bf70.spold;clinker production;BR;waste plastic, mixture
8b607055-a9d1-5063-994c-561c00a7effc_759b89bd-3aa6-42ad-b767-5bb9ef5d331d.spold;market for electricity, medium voltage;US-RFC;electricity, medium voltage
4f8da105-9b30-53b4-8729-1c3b6f254703_e30381f1-fdaf-4a84-a19a-7b93f7109a55.spold;market for sewage sludge, 70% water, WWT, WW from PV cell production;RoW;sewage sludge, 70% water, WWT, WW from PV cell production
9238ec11-9e93-5561-8a41-ba238bda9b06_3719fbf0-0ae5-4e1d-9668-e5f2cecf9a43.spold;rape oil mill operation;RoW;rape meal
fc6713b6-84cc-5541-bbdc-b05b0c7aa3eb_27064b22-328b-4578-9739-933b87b94abb.spold;lightweight concrete block production, polystyrene;RoW;lightweight concrete block, polystyrene
871113ef-baf0-5dcc-b40e-2dff2cad0829_759b89bd-3aa6-42ad-b767-5bb9ef5d331d.spold;electricity voltage transformation, residual mix, from high to medium voltage;BG;electricity, medium voltage
483c6e48-6037-5d41-a90f-fadbca3683d9_66c93e71-f32b-4591-901c-55395db5c132.spold;electricity production, hard coal;CN-JL;electricity, high voltage
08ea5c0b-f7fc-5367-aa20-fc9595824f5d_66c93e71-f32b-4591-901c-55395db5c132.spold;electricity production, hydro, pumped storage;CA-AB;electricity, high voltage
fc99bb62-2ac0-523e-90ff-d8804a0c1326_66c93e71-f32b-4591-901c-55395db5c132.spold;heat and power co-generation, hard coal;SE;electricity, high voltage
d9376beb-08b8-5e93-8047-d789b76af2bf_a9007f10-7e39-4d50-8f4a-d6d03ce3d673.spold;petroleum and gas production, onshore;VE;natural gas, high pressure
679a6377-8799-524f-a94d-8536d1dda689_a9007f10-7e39-4d50-8f4a-d6d03ce3d673.spold;petroleum and gas production, offshore;EG;natural gas, high pressure
306edf22-8845-5972-aece-eaf92f39d29a_8ce2c556-d2fa-54e4-8fc5-994fffe18c5b.spold;market for urea ammonium nitrate mix;RNA;urea ammonium nitrate mix
836cda81-7f74-5a44-b773-7864441f37ba_d69294d7-8d64-4915-a896-9996a014c410.spold;market for electricity, low voltage;CA-NF;electricity, low voltage
06c322c3-12a3-53d1-882b-ac251ed90947_d69294d7-8d64-4915-a896-9996a014c410.spold;market for electricity, low voltage;OM;electricity, low voltage
d3906a81-50b9-5012-9fdc-f1cbaeeae7fa_66c93e71-f32b-4591-901c-55395db5c132.spold;treatment of coal gas, in power plant;RoW;electricity, high voltage
8fa27af1-3ed7-51e8-a929-dbe710c8f705_45fbbc41-7ae9-46cc-bb31-abfa11e69de0.spold;treatment of waste graphical paper, municipal incineration;GLO;heat, for reuse in municipal waste incineration only
10117bc2-ddae-58e9-910f-73d5ac4955c0_7e9077e8-7bbc-44c4-9759-62526ff34d47.spold;concrete production, 20MPa, for building construction, with cement, type IP;PE;concrete, 20MPa
cc5fab50-2226-577d-a7a6-2bf46333b8e3_6e18e1d7-32f3-4cf1-a031-4ec384e79ec5.spold;nuclear spent fuel conditioning facility construction;CH;nuclear spent fuel conditioning facility
5196e2a5-8145-5090-832a-834bc134d6bf_f0b6b3de-c6b8-469e-b168-2d09909d44d6.spold;market for filter cake, from sugarcane juice filtration;GLO;filter cake, from sugarcane juice filtration
dc074a5b-7876-5a1f-9e53-1735433bafd9_dc9699f1-c0f3-57d8-b9a4-503711177467.spold;market for dioctyl adipate;GLO;dioctyl adipate
bac6182e-6ebd-5f51-8ff9-7086668654e4_ae13f419-fa76-4878-ab68-5bb94d3e24e6.spold;market for electricity, low voltage, renewable energy products;CH;electricity, low voltage, renewable energy products
afae18ce-3f8c-572b-a5d7-5a78de9285f9_28c2473e-1e11-4078-9a76-de9550553adc.spold;industrial gases production, cryogenic air separation;RoW;oxygen, liquid
2a04b69f-473c-5ae5-a35d-bbb124fe4db6_dd80f0f2-f4d5-40f0-9035-09c1a7f3f07b.spold;operation, solar collector system, evacuated tube collector, one-family house, for combined system;CA-QC;heat, central or small-scale, other than natural gas
84bc2c86-20e3-5e13-8d5d-78689fe7ac12_d69294d7-8d64-4915-a896-9996a014c410.spold;electricity voltage transformation from medium to low voltage;MD;electricity, low voltage
a733697d-54ca-58b5-ac4a-645abd0255c9_1ff576ab-ba77-45cd-af5a-97708507cc75.spold;market for wood preservation, vacuum pressure method, inorganic salt, containing Cr, outdoor use, ground contact;GLO;wood preservation, vacuum pressure method, inorganic salt, containing Cr, outdoor use, ground contact
97570344-e3b6-529c-ab97-4adf0cebb78a_bf9b1c2e-5c19-4abc-b638-7e628316f2c7.spold;concrete production, 45MPa, with cement, CEM II/B-V;ZA;concrete, 45MPa
7b981439-edab-5ac5-a8da-1fea58b4f931_fb26ec2f-f56b-4ded-bb3a-1cddfc627da2.spold;treatment of used toner module, laser printer, black/white, recycling;RER;toner module, laser printer, black/white
d720ce1f-a3f2-5a36-ba1d-2054ae10f9fc_66c93e71-f32b-4591-901c-55395db5c132.spold;market for electricity, high voltage;QA;electricity, high voltage
4b92b035-9d52-5351-8563-33decce47fef_66c93e71-f32b-4591-901c-55395db5c132.spold;electricity, high voltage, production mix;LV;electricity, high voltage
8ce11c7d-583c-5d93-90a6-ddc63c7e30d8_4c2bb0f0-422d-4fb3-bcfe-a36ef1b55874.spold;market for land tenure, arable land, measured as carbon net primary productivity, annual crop;BR-DF;land tenure, arable land, measured as carbon net primary productivity, annual crop
265fc727-7013-5d7f-b786-8c7010f1fc7b_71e2f1db-a2c5-44d0-8337-dfff15be974d.spold;heat production, hardwood chips from forest, at furnace 1000kW;CH;heat, district or industrial, other than natural gas
92a78fa7-fe66-5362-8a1c-79136d977644_998b299a-be0c-4cca-8db5-8363d1594171.spold;door production, outer, wood-aluminium;RER;door, outer, wood-aluminium
d9772712-b9dc-5cb5-85f4-6a84bd990538_71e2f1db-a2c5-44d0-8337-dfff15be974d.spold;treatment of blast furnace gas, in power plant;CN-JX;heat, district or industrial, other than natural gas
084fbfa5-546e-580d-a8f8-3582e80653f0_42baed81-24d1-4aed-a120-cc7d35ddac10.spold;market for waste paperboard;XK;waste paperboard
e9deaa44-4794-5f0c-8387-893c2e8b9347_d69294d7-8d64-4915-a896-9996a014c410.spold;electricity production, photovoltaic, 3kWp slanted-roof installation, multi-Si, panel, mounted;CA-NT;electricity, low voltage
19287a28-cbdb-59a6-85d0-0b270c333b85_a9007f10-7e39-4d50-8f4a-d6d03ce3d673.spold;natural gas, high pressure, import from OM;KR;natural gas, high pressure
86b472af-2441-53ba-8a94-0ab2c6d0ee92_01d3bb5a-645e-485c-9661-cdcebf93385c.spold;market for orange, processing grade;GLO;orange, processing grade
bbd09d78-a1bf-5c27-ab0d-8a050222a619_518404fc-5571-4fc8-80a0-67c099278772.spold;market for transport, freight, lorry 3.5-7.5 metric ton, EURO1;ZA;transport, freight, lorry 3.5-7.5 metric ton, EURO1
db76ba6f-3f1f-5d11-8898-74b3a7e62e40_a139bc38-bdfb-471d-8a42-97bc8939ee82.spold;soybean meal and crude oil production;RER;soybean oil, crude
186431cd-b926-57bf-a86b-144c14e3622d_0c7faf73-f5ea-4a3b-96ec-54d025cae6f4.spold;transformer production, low voltage use;GLO;transformer, low voltage use
cf8230fd-a1a0-5b96-8657-5a687441715d_3f6dada9-2497-4e1c-9e1b-eabafa6920f8.spold;barley grain production;ES;barley grain
da217b1b-ea0c-5b40-bceb-1758c4950e35_3ab1ad80-ee03-483d-8722-81c3c3c28bd3.spold;nitrile-compound production;RoW;nitrile-compound
79a59631-d34e-5aa7-948c-8cf4694803f8_d69294d7-8d64-4915-a896-9996a014c410.spold;market for electricity, low voltage;IN-Eastern grid;electricity, low voltage
c1665a12-fe59-51ed-b4d5-f1c21a35d67b_66c93e71-f32b-4591-901c-55395db5c132.spold;electricity production, oil;IN-GA;electricity, high voltage
65405b9e-b1fa-5411-92d1-a13d9b1db405_479ce50b-7465-4ee0-ada2-81418055c725.spold;mowing, by rotary mower;CH;mowing, by rotary mower
143a91f7-9c30-5c16-b1da-46acdd37f3d6_66c93e71-f32b-4591-901c-55395db5c132.spold;electricity, high voltage, production mix;MU;electricity, high voltage
48601b23-5e67-564d-8e8e-9285df804b5c_f285939a-c72a-449a-9be8-9b17f50724b8.spold;treatment of sewage sludge, 70% water, WWT, WW from particle board production, municipal incineration;RER;sewage sludge, 70% water, WWT, WW from particle board production
f43673ca-d233-5917-b588-f2b4b72529db_f9d0ebe8-3cdc-472a-93bf-57aa52a10421.spold;soybean production, Swiss integrated production, intensive;CH;soybean, Swiss integrated production
52d0ee93-fe45-55db-aee5-ae1fdb869b4c_1f61a047-2cac-4f60-91c0-e60fb6b865a6.spold;silicon production, multi-Si, casted;RoW;silicon, multi-Si, casted
3245ce10-56de-57f9-a829-22f901723cbb_24e0c6bd-f875-4ec7-a615-05db8cb3115f.spold;market for pipeline, natural gas, long distance, low capacity, onshore;GLO;pipeline, natural gas, long distance, low capacity, onshore
14854031-35f1-5a50-a59f-2f9326307052_f31957b8-d8b1-4a37-8044-5c15c3440857.spold;bamboo pole production;EC;bamboo pole
1fdf55b6-cd74-50c7-a2b8-e412f56aba36_f62099af-2f69-4a09-b3b3-bfea04cf46cd.spold;ethylamine production;RER;ethylamine
76bd586a-da7d-5356-9d04-96378b9edc3e_7d332b90-1178-44af-bc85-2cbea91d20e0.spold;impact extrusion of steel, hot, initial warming;RoW;impact extrusion of steel, hot, initial warming
5a30f0f7-29a5-5e38-a952-d829b7f09d3d_0600b4a8-f284-47d9-87d8-3a18c3f3da1b.spold;mattress production, pocket spring;GLO;mattress
2c0511f5-e2a8-5e2c-8e47-4a2c533dbf94_e6ba6c24-83b4-4261-aab6-abfa1114116c.spold;treatment of sulfidic tailings, from nickel mine operation, tailings impoundment;ZA;sulfidic tailings, from nickel mine operation
57c04680-216f-5777-bae3-2446baf8d75c_66c93e71-f32b-4591-901c-55395db5c132.spold;heat and power co-generation, natural gas, conventional power plant, 100MW electrical;CA-NB;electricity, high voltage
3db11b38-3943-5c69-b5de-0f76c43cc5e0_842e3faf-8de9-47a3-bfac-606edc0adbd3.spold;furnace production, wood chips, average storage area, 1000kW;CH;furnace, wood chips, average storage area, 1000kW
4e3a0d37-a96e-5a0b-b65f-eb3b1ba80716_aefadd6b-01e9-48ff-b4a1-2c3c8e0d79ca.spold;maize grain, feed production;ZA;maize grain, feed
2d18590b-a676-5cc0-b343-df9880c5d908_5a3b457c-8929-4c96-b32b-45ecaf88c8be.spold;market for wood preservation, spray tunnel/deluging, water-based, indoor use, occasionally wet;GLO;wood preservation, spray tunnel/deluging, water-based, indoor use, occasionally wet
37240678-353c-53f8-ac6a-430749210cc1_8cb6c7f7-c5c7-4507-91ea-8094de0dcfe8.spold;market for stibnite concentrate;GLO;stibnite concentrate
5bab5eed-ba80-5feb-bd68-5e1971542bb4_26cbcfa2-cd53-400a-9535-0a72656bb545.spold;treatment of leachate, SLF, scrap tin sheet, wastewater treatment;PE;leachate, SLF, scrap tin sheet
0e16d9d2-cd9c-548b-8c0c-5437ef746db1_e6431065-23aa-4e14-b6e8-a64cb0079543.spold;treatment of glass cullet, from fluorescent lamps treatment, 0% water, inert material landfill;GLO;glass cullet, from fluorescent lamps treatment
ea8b8926-4d12-5b32-ac94-a5033931314a_e6aad2de-0b1b-49c3-a0c4-797ba34d87e5.spold;petroleum and gas production, offshore;PL;petroleum
3a2e52bd-6bba-52b7-a656-ae11beba4a7f_66c93e71-f32b-4591-901c-55395db5c132.spold;electricity, high voltage, import from RS;RO;electricity, high voltage
751564f0-8139-5d5f-9751-86157fc7fdee_c003d45b-760f-4bbd-9a98-c471d4ce2184.spold;titanium zinc plate production, without pre-weathering;RoW;titanium zinc plate, without pre-weathering
ba8ed4b0-a4dd-5f2d-b881-e2fc064c37a2_6d2c81d0-5546-4bc3-a4f4-3e88606d539d.spold;bark chips production, hardwood, at sawmill;CA-QC;bark chips, wet, measured as dry mass
84d28187-4f32-5782-adac-2da907837822_ea514586-c3d1-430a-bb5e-fe15b8785085.spold;mine construction, phosphate rock;RoW;mine infrastructure, phosphate rock
67a692eb-3cd8-5c47-8117-ceb9ceff1327_1a444fb4-f931-4369-8683-2844944ebdba.spold;tillage, harrowing, by spring tine harrow;CH;tillage, harrowing, by spring tine harrow
8c8ee473-65a8-5259-a8ef-f40ee14e093a_019600be-f3ce-4399-9e31-19cdc087ed5f.spold;shavings, hardwood, measured as dry mass to generic market for residual wood, dry;Europe without Switzerland;residual wood, dry
88a7bb3a-bece-5556-9e9f-5b32bb4fe692_96f36f31-8f6a-48f8-921f-1d781b7a545f.spold;aluminium oxide production;IAI Area, Asia, without China and GCC;aluminium oxide, non-metallurgical
b46d057b-5f26-57ea-957b-1d4bbd54020b_7347083f-5545-45e9-9b82-6a216311b6ba.spold;market for bottom ash, MSWI-WWT, condensate from light oil boiler;GLO;bottom ash, MSWI-WWT, condensate from light oil boiler
599173ab-fb23-555c-9cbb-d1ffb0f5dea6_759b89bd-3aa6-42ad-b767-5bb9ef5d331d.spold;electricity, from municipal waste incineration to generic market for electricity, medium voltage;ID;electricity, medium voltage
9943eba3-c4a9-51c5-913c-8cbf224aa6fb_b7a0c0bc-fd0d-41b8-8ab7-15bc1a4a3063.spold;market for electricity, high voltage, for internal use in coal mining;GLO;electricity, high voltage, for internal use in coal mining
18091f14-b7e4-5e22-b7ba-d90f22bc566b_cca439a0-2e00-45f0-a360-2aad6ce606a9.spold;treatment of refractory spent pot liner from Al electrolysis, residual material landfill;RER;refractory spent pot liner from Al electrolysis
1878f06d-6af4-5fc2-9328-afe2a5887294_66c93e71-f32b-4591-901c-55395db5c132.spold;electricity, high voltage, import from SE;PL;electricity, high voltage
3981e8e7-af50-5765-bb0d-5c687c432070_66c93e71-f32b-4591-901c-55395db5c132.spold;electricity, high voltage, production mix;UZ;electricity, high voltage
9d77556d-a026-55bb-aeeb-7aa431f1eb3f_cca72f1b-007e-445f-8403-7c87ed6b5d62.spold;market for flat plate solar collector, Cu absorber;GLO;flat plate solar collector, Cu absorber
c3f5adbb-2025-5ad7-9327-619fe3ae1bbc_7f3ef328-91c4-4039-aabc-8e7ce0842806.spold;zirconium oxide production;RoW;zirconium oxide
29564873-21be-5b1f-bff6-daa50a9c5d06_79b268ec-9d31-41d2-9bc0-fb12ae0d39fc.spold;cocoa bean production, sun-dried;ID;cocoa bean
49914705-e59d-58e8-808d-0195b6b130eb_def18ce6-e77f-573d-81e1-bb028e7bfcdc.spold;market for residues, MSWI[F]-WWT-SLF, waste graphical paper;CH;residues, MSWI[F]-WWT-SLF, waste graphical paper
4882250a-37d4-5c27-b492-058300dfafc3_66c93e71-f32b-4591-901c-55395db5c132.spold;electricity, high voltage, import from FI;EE;electricity, high voltage
1db049f9-cb31-5b12-b22f-adcbbeaae1de_7933f397-3db0-4aa1-abb0-5386ae0393d6.spold;hydrocarbons purification, molecular sieve separation of naphtha ;RER;heptane
3ba62ac2-c44c-5432-8030-ab196a839916_1551ebf9-f22f-4b61-9c3b-eb5a933250be.spold;treatment of used powertrain for electric passenger car, manual dismantling;GLO;used powertrain from electric passenger car, manual dismantling
664c70b5-62d5-523d-85b6-cb4ae1ea4f6c_4ec94c17-2c74-47d0-bd57-38e762ed5ca9.spold;market for anhydrite floor;GLO;anhydrite floor
a2f7548f-ea42-501b-8211-372a273de180_759b89bd-3aa6-42ad-b767-5bb9ef5d331d.spold;market for electricity, medium voltage;NP;electricity, medium voltage
a756c367-8a73-5afb-9392-301b48ed3f16_6f2eb438-cde2-4d07-a770-d023a988a9c4.spold;market for waste wood, untreated;AL;waste wood, untreated
5448fed5-3c8e-5f8e-ba29-e13be32f4cf3_a9007f10-7e39-4d50-8f4a-d6d03ce3d673.spold;evaporation of natural gas, import from AU;JP;natural gas, high pressure
13006da2-0de5-5504-a9dc-0a84f71de28a_a9007f10-7e39-4d50-8f4a-d6d03ce3d673.spold;natural gas, high pressure, import from QA;FR;natural gas, high pressure
36947f8b-87cf-5c0c-9e1b-15c47c6f94b4_7bd34016-89a6-40b4-92c8-98837a8a88ae.spold;market for blast oxygen furnace converter;GLO;blast oxygen furnace converter
27b15b6d-16ac-5ae4-b2f5-9b24a6ddae06_0e60e563-e650-4204-acd4-778dadcb7f4b.spold;glass wool mat production, with plant-based binder, uncoated, Saint-Gobain ISOVER SA;CH;glass wool mat, uncoated, Saint-Gobain ISOVER SA
0be6b356-fa28-5f99-940f-adfbad9bb5bf_98d3683b-565f-492d-b2df-de9de017bb28.spold;market for blast furnace slag;US;blast furnace slag
b081fdf1-cd30-503a-80b0-aab88ddc95f4_c5adb1fb-872e-4446-a3bb-c4b61aa4bd45.spold;tap water production, artificial recharged wells;CA-QC;tap water
ea6759c5-3fc9-5af9-8171-d5f296cba816_66c93e71-f32b-4591-901c-55395db5c132.spold;electricity, high voltage, import from RAF;SN;electricity, high voltage
443f0963-eef5-55c4-bccd-15743671413c_c19931b7-1e62-4628-a0b5-f23ffa6ad5b4.spold;gypsum fibreboard production;CH;gypsum fibreboard
a8da5920-ad76-500e-8a2a-8ccacc957f86_61e4b4c6-46c6-4afe-9ca9-02c9a15907d8.spold;treatment of sewage sludge, 70% water, WWT-SLF, wood ash mixture, pure, municipal incineration;Europe without Switzerland;sewage sludge, 70% water, WWT-SLF, wood ash mixture, pure
c28cf281-98ee-50da-a1ad-3a9ec26c15ea_66c93e71-f32b-4591-901c-55395db5c132.spold;electricity production, wind, 1-3MW turbine, onshore;CN-SD;electricity, high voltage
